iter	Logloss
137	0.377592205
138	0.3763217022
139	0.3749989213
140	0.3736590269
141	0.3727471946
142	0.372273953
143	0.3713070963
144	0.3705665821
145	0.3695477313
146	0.3681682973
147	0.3672255158
148	0.3657869275
149	0.364745654
150	0.3635486219
151	0.3625885964
152	0.3617267722
153	0.360314008
154	0.3600329384
155	0.3593259749
156	0.3582852047
157	0.3572720786
158	0.3563479319
159	0.35519789
160	0.3540972546
161	0.3530347541
162	0.3521592025
163	0.3510401766
164	0.3501580861
165	0.3487805812
166	0.3478253129
167	0.3472445145
168	0.3463288784
169	0.3455690318
170	0.3447529537
171	0.3442625876
172	0.3434966679
173	0.3426938401
174	0.3415317688
175	0.3402463722
176	0.3394999949
177	0.3386111407
178	0.3375452219
179	0.3366038995
180	0.3357176508
181	0.3350330526
182	0.3339255868
183	0.3332084743
184	0.3324003129
185	0.3318365734
186	0.330985179
187	0.3302281225
188	0.3291576232
189	0.3285238102
190	0.3275871284
191	0.3268136283
192	0.3257027094
193	0.3249223829
194	0.3240781207
195	0.3230633298
196	0.3223884217
197	0.3220324585
198	0.3210306335
199	0.3200421685
200	0.3196224102
201	0.3186397789
202	0.3179075837
203	0.3168469254
204	0.3161965627
205	0.3153107149
206	0.3144426185
207	0.3137313293
208	0.3127719965
209	0.3117781944
210	0.3109285871
211	0.3103803286
212	0.3095571761
213	0.3090136541
214	0.3081152118
215	0.307507435
216	0.3067608749
217	0.3061539874
218	0.305564469
219	0.3048880093
220	0.3041801666
221	0.3036088181
222	0.3029386262
223	0.3020651133
224	0.301689512
225	0.3009087067
226	0.3004204297
227	0.29986109
228	0.299255695
229	0.2983930345
230	0.2976267036
231	0.2966733002
232	0.2961753328
233	0.2955385639
234	0.2947729746
235	0.29408431
236	0.2934440402
237	0.2930575065
238	0.292321736
239	0.2916946117
240	0.2906437213
241	0.289834168
242	0.2891621858
243	0.2884314553
244	0.2877214782
245	0.2869689756
246	0.2864116503
247	0.2858619217
248	0.2856016407
249	0.2853876335
250	0.284855496
251	0.2841623172
252	0.2834264562
253	0.2828695637
254	0.2823051657
255	0.2814136165
256	0.2806977757
257	0.2803383369
258	0.2797653453
259	0.2792178227
260	0.2785223001
261	0.2779629678
262	0.2774372332
263	0.2769129643
264	0.2762624407
265	0.2756745587
266	0.2751119439
267	0.2746846937
268	0.2740493901
269	0.2733390769
270	0.2723160779
271	0.2718326893
272	0.2713045561
273	0.2706875575
274	0.2700196891
275	0.2695851127
276	0.2693197883
277	0.2686982443
278	0.2681026491
279	0.2675964535
280	0.2670760485
281	0.2664707512
282	0.266041021
283	0.2657649499
284	0.265220987
285	0.2648357094
286	0.264291784
287	0.2637589493
288	0.2632805816
289	0.2627869915
290	0.2626198686
291	0.2621195059
292	0.2616712361
293	0.2611375393
294	0.2607790827
295	0.2601845091
296	0.2597027132
297	0.2591051516
298	0.2586530453
299	0.2579661286
300	0.2574615565
301	0.257041311
302	0.2565148408
303	0.2563297286
304	0.255797165
305	0.2550782364
306	0.2546273099
307	0.2540283217
308	0.2537116037
309	0.2531797235
310	0.2526069178
311	0.2520454445
312	0.2514975377
313	0.2510926109
314	0.2506116115
315	0.2502686554
316	0.2497475006
317	0.2491499603
318	0.2487087054
319	0.2483347602
320	0.247958542
321	0.2473914194
322	0.2469344406
323	0.24635004
324	0.2458853766
325	0.2452565034
326	0.2447315331
327	0.2442249609
328	0.2438645014
329	0.243218698
330	0.242616572
331	0.2423121437
332	0.2417377155
333	0.2412005383
334	0.2409040004
335	0.2405093509
336	0.240137384
337	0.2395962665
338	0.2393296882
339	0.2388791004
340	0.2388513931
341	0.2385298748
342	0.2381295426
343	0.2376982125
344	0.2370700704
345	0.2368482103
346	0.2365220713
347	0.2363072832
348	0.2358937366
349	0.2354513566
350	0.2350496959
351	0.2347575637
352	0.2343353294
353	0.2341064319
354	0.233655468
355	0.2332904631
356	0.2329294509
357	0.2325702749
358	0.2322350864
359	0.2316973091
360	0.2311164652
361	0.2307011253
362	0.2303226088
363	0.2298864126
364	0.2298098733
365	0.2292743655
366	0.2288351345
367	0.2283528233
368	0.2279071269
369	0.2277320606
370	0.2274543858
371	0.2272246519
372	0.2268249377
373	0.226446742
374	0.2261807985
375	0.2259354179
376	0.2255319114
377	0.2252228605
378	0.224835143
379	0.2247765088
380	0.2243656732
381	0.2240152491
382	0.2236584355
383	0.223364148
384	0.2229984508
385	0.2228847644
386	0.2223231998
387	0.2218239714
388	0.221383282
389	0.2209665533
390	0.2205105059
391	0.2199676722
392	0.2194380157
393	0.2191006116
394	0.2187151105
395	0.2182244002
396	0.2179791704
397	0.217753523
398	0.2173947366
399	0.2169283904
400	0.216834655
401	0.2165738363
402	0.2161085148
403	0.2158595317
404	0.2155403021
405	0.2153409086
406	0.2148883034
407	0.2148034532
408	0.214536433
409	0.2141211281
410	0.2136459829
411	0.2134821732
412	0.2130417638
413	0.2129220001
414	0.2125868404
415	0.2124412436
416	0.2120243328
417	0.2117682669
418	0.2115145299
419	0.2110104465
420	0.2105465083
421	0.2102705035
422	0.2097897468
423	0.2094702927
424	0.2091921383
425	0.2087751167
426	0.2084348034
427	0.2079559881
428	0.2076106299
429	0.207489591
430	0.2072447222
431	0.206859667
432	0.2064975894
433	0.2062677151
434	0.2060279134
435	0.2058371044
436	0.2056473189
437	0.205296081
438	0.2050089968
439	0.2048558065
440	0.2046704543
441	0.204310139
442	0.204135324
443	0.2040044811
444	0.2038492915
445	0.2035932069
446	0.2033981329
447	0.203049414
448	0.2028449666
449	0.2026393682
450	0.2023905809
451	0.2021432056
452	0.2019123168
453	0.2016397926
454	0.2013131387
455	0.2009979288
456	0.2007376017
457	0.200467392
458	0.2002928168
459	0.2000810432
460	0.199806162
461	0.1994920564
462	0.1991328384
463	0.1988660133
464	0.1984779767
465	0.1981128089
466	0.1978647927
467	0.1975854709
468	0.1973922739
469	0.1969158233
470	0.1965738823
471	0.1964789556
472	0.1961311647
473	0.1959060905
474	0.1954807113
475	0.1951895554
476	0.1948693
477	0.1948463865
478	0.1946978921
479	0.1943644833
480	0.1940221142
481	0.1936305262
482	0.1934323386
483	0.1932458867
484	0.1931668989
485	0.1929000231
486	0.1926727205
487	0.1922379525
488	0.1919894901
489	0.1916528425
490	0.1912747602
491	0.1910666894
492	0.1908458007
493	0.1905840185
494	0.1902785394
495	0.1901214204
496	0.18970584
497	0.1894716146
498	0.1891812583
499	0.1889335819
500	0.1888493287
501	0.1886015477
502	0.1882024511
503	0.1880251078
504	0.1876638053
505	0.1873642538
506	0.1870509289
507	0.1866646081
508	0.1864666687
509	0.1862008487
510	0.1859505169
511	0.1857445878
512	0.1855017955
513	0.1852521999
514	0.1850458009
515	0.1849235854
516	0.1846639461
517	0.1844178799
518	0.1839683099
519	0.1836430105
520	0.1833220865
521	0.1831354194
522	0.1829498793
523	0.1827009078
524	0.1824272303
525	0.1821724165
526	0.1819058998
527	0.1816797637
528	0.1814232038
529	0.1811395372
530	0.1809972336
531	0.180565183
532	0.1804465611
533	0.180149398
534	0.1799303619
535	0.1796708913
536	0.1794401117
537	0.1792112542
538	0.178997459
539	0.1787110555
540	0.1786943026
541	0.1784417783
542	0.1781845553
543	0.177992654
544	0.177693892
545	0.1773949074
546	0.177200257
547	0.1767999816
548	0.1763898071
549	0.1761290764
550	0.1758101253
551	0.1756888356
552	0.1755739603
553	0.175363577
554	0.1751194637
555	0.1748010037
556	0.1746198286
557	0.1743821183
558	0.17414683
559	0.1740165325
560	0.173718101
561	0.1735210523
562	0.17329411
563	0.1730656905
564	0.1730357691
565	0.1728659038
566	0.1726347495
567	0.1724916037
568	0.1721790998
569	0.17194032
570	0.1717629275
571	0.1715631252
572	0.1712411656
573	0.1710261221
574	0.1708790219
575	0.1706897135
576	0.1703344723
577	0.170163139
578	0.1700685109
579	0.1698372431
580	0.1696632246
581	0.1694303623
582	0.1692364738
583	0.1688661516
584	0.1685321701
585	0.1683309541
586	0.1682759618
587	0.1681171721
588	0.1680123437
589	0.1678461097
590	0.1675766198
591	0.1673123317
592	0.1671295257
593	0.1668910483
594	0.16665066
595	0.1664131482
596	0.1663513906
597	0.1661023495
598	0.1658766715
599	0.1655820356
600	0.1653942499
601	0.1652390061
602	0.1650068116
603	0.1647498807
604	0.1645669121
605	0.1644187577
606	0.1642703215
607	0.1641165083
608	0.1638523614
609	0.1637528159
610	0.163554482
611	0.163314969
612	0.1631103398
613	0.162891805
614	0.1627168387
615	0.1625325929
616	0.1622923077
617	0.1621136093
618	0.1617913763
619	0.1617475752
620	0.1615590773
621	0.1612128089
622	0.1609473771
623	0.1607450178
624	0.1606112262
625	0.1605198888
626	0.1602837395
627	0.160050284
628	0.1598338073
629	0.1596200131
630	0.1593575171
631	0.1592656209
632	0.1591065339
633	0.1589882834
634	0.1587967946
635	0.1585453424
636	0.1583315513
637	0.1581332397
638	0.1579872747
639	0.1577811803
640	0.157622334
641	0.1573558653
642	0.1571609995
643	0.1569284522
644	0.1567651632
645	0.1566107662
646	0.1565694745
647	0.1564726989
648	0.1562868648
649	0.1560625472
650	0.1558773528
651	0.1557082359
652	0.1555441419
653	0.1553803235
654	0.1551485428
655	0.1549341226
656	0.1547542567
657	0.1545404369
658	0.1542445706
659	0.1540253325
660	0.1539860081
661	0.153726382
662	0.1534786791
663	0.1533225511
664	0.1531867789
665	0.1529505673
666	0.1528427282
667	0.1528023944
668	0.1525893112
669	0.1524023429
670	0.1521654219
671	0.1518674008
672	0.151709234
673	0.1513951193
674	0.1512257265
675	0.151035133
676	0.1509223933
677	0.1507037335
678	0.1505038118
679	0.1502724112
680	0.1500954177
681	0.1498808236
682	0.1495904106
683	0.1494900309
684	0.1494060368
685	0.1490793058
686	0.1489062776
687	0.1487343899
688	0.1485938665
689	0.1484304757
690	0.1482933622
691	0.1481587397
692	0.1478934713
693	0.1477343247
694	0.1475623168
695	0.1474348107
696	0.1472449352
697	0.1469985339
698	0.1467179889
699	0.1465546944
700	0.1463694268
701	0.1462478166
702	0.1461204277
703	0.1458612429
704	0.1456412089
705	0.14540474
706	0.1452588653
707	0.1450823566
708	0.1449221626
709	0.1447553985
710	0.1445774626
711	0.1443824888
712	0.1441910926
713	0.1440630935
714	0.1437487178
715	0.1435673059
716	0.1434499449
717	0.1432102065
718	0.1429422821
719	0.1427290915
720	0.1426024914
721	0.1424794629
722	0.1423218463
723	0.1421930781
724	0.1421321161
725	0.1419700845
726	0.1416688366
727	0.1414274441
728	0.1412750068
729	0.1410389136
730	0.1408875678
731	0.1407635746
732	0.140532637
733	0.1404110492
734	0.1401952765
735	0.1400202884
736	0.1398852955
737	0.1397494736
738	0.1395779816
739	0.1394894354
740	0.1393049952
741	0.1390820886
742	0.138911745
743	0.1387724257
744	0.1385487918
745	0.1384686651
746	0.1383021158
747	0.1381335094
748	0.1379966147
749	0.1377940435
750	0.1375686784
751	0.1373740535
752	0.1372272918
753	0.1370150101
754	0.1368154159
755	0.1366959852
756	0.1365507461
757	0.136368484
758	0.1362320591
759	0.1360805161
760	0.1359458978
761	0.1358688005
762	0.1357821133
763	0.1355735051
764	0.1353986444
765	0.1352622888
766	0.1351208944
767	0.1349163708
768	0.1347752416
769	0.1345577531
770	0.1342894718
771	0.1341823897
772	0.1340994343
773	0.133972805
774	0.1339106654
775	0.1337622959
776	0.1335923445
777	0.1334366126
778	0.1332341565
779	0.1331004322
780	0.132965825
781	0.1327732242
782	0.1326448423
783	0.1323671443
784	0.1321865621
785	0.1321239905
786	0.1319198865
787	0.1316847134
788	0.1316025703
789	0.1314671242
790	0.131356297
791	0.1311733509
792	0.1309579492
793	0.1308318871
794	0.1305978374
795	0.1304417184
796	0.1303305077
797	0.1301998176
798	0.1299528012
799	0.1297144151
800	0.1295912685
801	0.1294261621
802	0.1292459269
803	0.1291500732
804	0.1290042208
805	0.1288854289
806	0.1287638175
807	0.1286069983
808	0.1284886386
809	0.1283419286
810	0.128273164
811	0.1281602071
812	0.1279319244
813	0.1277991383
814	0.1276093589
815	0.1274703336
816	0.1273037159
817	0.1271836535
818	0.1270313812
819	0.1268387549
820	0.1266791306
821	0.126510659
822	0.1263935388
823	0.1262240726
824	0.1260553035
825	0.1259252325
826	0.1258063531
827	0.1256564839
828	0.1255071174
829	0.1253034634
830	0.1252268122
831	0.1251145691
832	0.1250058916
833	0.1247679559
834	0.12464566
835	0.1244695812
836	0.1243624691
837	0.124265275
838	0.1241625789
839	0.1240331284
840	0.1238933572
841	0.1237284318
842	0.1236137365
843	0.1234990844
844	0.1234355907
845	0.1232991679
846	0.1232107641
847	0.1230927396
848	0.1230120081
849	0.1229107102
850	0.1228090003
851	0.1226677153
852	0.1225541155
853	0.1223450753
854	0.1222183145
855	0.1220007385
856	0.1218865441
857	0.1217572446
858	0.1215757873
859	0.1213926541
860	0.1212569712
861	0.121112063
862	0.1209737684
863	0.1208032241
864	0.1206163615
865	0.1205689414
866	0.1204441413
867	0.1202179265
868	0.1200752542
869	0.1199166995
870	0.1197696661
871	0.1196995236
872	0.1196068768
873	0.1194567528
874	0.1193883426
875	0.1191735497
876	0.1190929715
877	0.118956464
878	0.1188365559
879	0.1187159532
880	0.1185706636
881	0.1184184356
882	0.1183590008
883	0.1182231016
884	0.1180951357
885	0.117970418
886	0.1178063913
887	0.1177940312
888	0.1176623301
889	0.1175956862
890	0.1175010293
891	0.1173818375
892	0.1172972059
893	0.1171806357
894	0.1170796707
895	0.116860606
896	0.116719589
897	0.1165625549
898	0.1164594513
899	0.1163545904
900	0.1163182711
901	0.1161026718
902	0.1158983545
903	0.1158818753
904	0.1157476929
905	0.1156719745
906	0.1154397843
907	0.1153053639
908	0.1151450561
909	0.1150445411
910	0.1149056494
911	0.1146982237
912	0.1145233875
913	0.1144038054
914	0.1143236489
915	0.1141962519
916	0.1140377523
917	0.113823927
918	0.1136571911
919	0.113531416
920	0.1134404162
921	0.1133586664
922	0.1132279669
923	0.1131494774
924	0.1131058627
925	0.1130289304
926	0.112898576
927	0.1127344189
928	0.1125885825
929	0.1124447073
930	0.1122593613
931	0.112119207
932	0.1120094879
933	0.111885385
934	0.1117431529
935	0.1116146612
936	0.1115135219
937	0.1114450443
938	0.1112033939
939	0.1110675965
940	0.1110151871
941	0.1108891879
942	0.1107190169
943	0.110640489
944	0.1105010706
945	0.1103045825
946	0.1100841926
947	0.1099821534
948	0.1098922143
949	0.1097905516
950	0.109705286
951	0.1095786282
952	0.1094198014
953	0.109271547
954	0.1091701388
955	0.1090110949
956	0.1089013414
957	0.1087538365
958	0.1086482967
959	0.1085066762
960	0.1084045827
961	0.1082919259
962	0.108124706
963	0.1080045474
964	0.1079133414
965	0.1077722884
966	0.1077440444
967	0.1076530809
968	0.1075242397
969	0.1074421578
970	0.1073524803
971	0.1071880716
972	0.1070335088
973	0.1069078523
974	0.1067837381
975	0.1066980325
976	0.1065863153
977	0.1064560073
978	0.1063074694
979	0.1061733097
980	0.1061079229
981	0.1060004443
982	0.1059316269
983	0.1058000161
984	0.1056369318
985	0.105562245
986	0.1053461985
987	0.1052519365
988	0.1051854919
989	0.1050808156
990	0.1050275444
991	0.1049528355
992	0.1047781809
993	0.104671656
994	0.1044835809
995	0.1043926425
996	0.1042606494
997	0.1041767091
998	0.10407538
999	0.1039578912
